date,open,high,low,close,volume
2024-07-15,265.7062214945412,265.7062214945412,260.66769308026113,262.3315734863281,16099478
2024-07-16,263.3392620048659,263.69078724307144,260.784868159663,262.3315734863281,11239032
2024-07-18,260.8551553881567,269.2214732007658,260.7614096034311,268.6590270996094,25019786
2024-07-19,271.79932340076317,271.79932340076317,259.98806977220414,261.1598205566406,26523490
2024-07-22,244.19286943918488,246.88789630919507,235.0766423922326,237.06861877441406,76014568
2024-07-23,238.09976379741474,238.09976379741474,227.95240467739822,234.60794067382812,25847632
2024-07-24,235.52191160251942,237.32641070138783,234.27985861100697,234.39703369140625,12240276
2024-07-25,232.47535915579414,237.86541284589825,231.2098625679824,237.56076049804688,21887890
2024-07-26,239.03716370040993,247.73154893317167,238.33411321893814,245.9739227294922,26153996
2024-07-29,247.47376291497562,248.6689429803416,245.05994488305888,245.7864532470703,12011554
2024-07-30,245.7864425961582,246.9816226097322,243.60697481296208,244.4272003173828,10816526
2024-07-31,244.56781427582933,246.02080239068675,243.46637999813763,244.66156005859375,7758508
2024-08-01,245.13025897958767,246.91131441325822,242.5524073077182,244.4506378173828,10759752
2024-08-02,241.3806507430725,243.3726269870687,234.81884664520257,235.35784912109375,15652228
2024-08-05,229.66315798415351,232.4050577310106,225.09332984059128,227.3196563720703,21938080
2024-08-06,229.545977568115,234.04550341945009,228.069574447539,229.42880249023438,11271584
2024-08-07,233.74086504405375,234.39704265867312,230.90521940774983,233.1315460205078,7079826
2024-08-08,231.5379571546469,231.5379571546469,227.9524025816965,228.3976593017578,13160570
2024-08-09,232.17070581106705,232.68627902253954,229.49910827209058,230.2724609375,6065948
2024-08-12,230.38963102077716,231.53795249853513,228.44452760038564,229.21788024902344,7338468
2024-08-13,229.21788552915535,230.92865313820266,228.3273577828285,229.8975067138672,6289418
2024-08-14,231.06926248414877,232.873761613761,229.87408236515307,232.07696533203125,11121756
2024-08-16,234.818857676065,242.52898357469255,233.3893274376002,241.96653747558594,25931140
2024-08-19,241.84936840503246,245.22401647630969,240.77136337582942,243.60699462890625,11466562
2024-08-20,243.67731416898033,247.28628384138884,243.56013908592297,245.9036407470703,9543812
2024-08-21,245.31775066510264,247.520619209121,244.21628778589715,246.7003936767578,6454402
2024-08-22,247.3800196828274,248.6689455446344,242.81019162732986,243.25546264648438,11496506
2024-08-23,243.677300636345,244.40378038951596,239.66990443617465,240.16204833984375,11277706
2024-08-26,241.84936558650088,245.97392268901726,241.82593629189515,243.7241668701172,17351380
2024-08-27,243.72416642727842,245.2474424674489,241.84936514706857,242.3883819580078,7965796
2024-08-28,243.72415624544035,252.20762024110513,242.71643915654712,250.56716918945312,34375566
2024-08-29,250.7546793807566,254.01215243246963,250.3094083407904,252.48887634277344,25685318
2024-08-30,253.8949566014042,254.0355609690623,251.08275481945884,252.34825134277344,19434804
2024-09-02,252.34825124724486,254.035560872895,249.27824141736002,249.55947875976562,15735982
2024-09-03,249.8172654290969,253.49655142265053,248.1768143427895,251.24679565429688,15056686
2024-09-04,247.47376140904146,247.5909364854662,242.20088296992836,243.32577514648438,20402128
2024-09-05,244.2866060124916,246.53636176725539,243.48980976823037,245.99734497070312,12069118
2024-09-06,245.99734742064334,248.36430688306228,242.99768258681615,244.00537109375,14579954
2024-09-09,242.36492423162332,244.54439216432323,240.6541852265123,241.3103485107422,11919540
2024-09-10,242.22433093118448,247.47378048100927,240.91197569552796,246.41920471191406,10287272
2024-09-11,246.0676584261983,246.65353380340355,240.56042988046912,241.07598876953125,8261524
2024-09-12,243.93510414833221,249.34858749756313,242.66960747530698,248.4346160888672,15779474
2024-09-13,250.19224593940146,258.95694837507466,248.8095741587643,258.06640625,35919706
2024-09-16,259.19127912827776,260.99576393249436,257.31647783259405,258.67572021484375,11088578
2024-09-17,257.31647783259405,260.08182118660653,256.4025064795087,258.67572021484375,8728238
2024-09-18,257.3399263675241,257.3399263675241,249.65325764484083,252.23110961914062,16665520
2024-09-19,255.06672369609075,258.46480106712386,248.01278949559256,249.98130798339844,20969182
2024-09-20,252.11391306928303,253.4496975357465,248.87986942483846,252.67633056640625,16664232
2024-09-23,252.67634326025052,253.28567659140745,249.3485822705716,250.70782470703125,8544290
2024-09-24,249.4423018356755,253.98870040248872,248.1064888353461,252.88723754882812,12355694
2024-09-25,252.53574816459962,252.81698554482819,248.7627159892641,251.317138671875,8065196
2024-09-26,252.48886178818037,254.55112598026426,251.08276086336096,253.98870849609375,11403400
2024-09-27,257.2696230089627,261.9566263167798,253.426274575113,253.94183349609375,26462384
2024-09-30,252.16077964026402,255.20733181063895,250.28597830464867,253.77780151367188,8199446
2024-10-01,253.19192045820077,257.5976863344701,253.19192045820077,256.26190185546875,9411274
2024-10-03,253.14502093574376,254.22305451298524,246.65353321468234,248.48147583007812,14035368
2024-10-04,247.49719103975647,254.01213674071784,247.49719103975647,250.07504272460938,11922754
2024-10-07,252.16077115727455,253.8949680558179,246.5129380451728,249.09078979492188,9878074
2024-10-08,249.13763835169922,250.1922140250405,243.8647599849928,246.98162841796875,11502804
2024-10-09,248.31741747355073,252.48886165790805,247.70811279454935,248.95018005371094,8841688
2024-10-10,250.75467601957777,251.9732854321209,245.3411929409685,246.0676727294922,12620244
2024-10-11,243.8881914896627,250.47345363976524,243.8881914896627,247.61436462402344,8436982
2024-10-14,252.48886235429111,258.65225425758405,251.36397016903481,257.5742492675781,33136266
2024-10-15,259.1209576014352,259.1209576014352,248.8095506755513,249.79383850097656,21601252
2024-10-16,249.81728338570707,252.53573965983412,247.94248200945412,249.4188995361328,12553622
2024-10-17,250.73124992237834,252.16078022264702,246.09110516313436,247.82530212402344,23755278
2024-10-18,249.34856373542928,261.7222633035247,245.97391579802175,257.1524353027344,74653054
2024-10-21,258.535104564011,263.36274110979775,256.3790943723156,256.8946533203125,23966964
2024-10-22,257.69140740045356,260.36300470936936,254.90263502191155,255.65257263183594,18478300
2024-10-23,256.6134437401879,259.8943462172314,254.129337586152,256.47283935546875,12698576
2024-10-24,256.47281872887993,258.01952405079675,255.51198880217376,256.33221435546875,9576604
2024-10-25,257.66800099759826,258.72257671791584,253.3325230362926,254.71519470214844,10124540
2024-10-28,254.7151865454729,262.378425091504,254.36366131662385,261.81597900390625,11185858
2024-10-29,262.37843420176176,264.0657725231426,259.3084528179905,263.5033264160156,12055630
2024-10-30,263.6439354216193,271.26031577824386,262.9877435172464,264.932861328125,20755492
2024-10-31,264.7219184766117,265.4249689126901,256.98836367974934,258.6288146972656,15680094
2024-11-01,258.58196998971823,260.08181672195786,257.7851737312912,258.41790771484375,1962810
2024-11-04,258.25387829445106,258.9334994850865,250.3797185796895,253.47312927246094,9855560
2024-11-05,254.5042710014761,255.60570529865896,253.28566162556328,254.83236694335938,6862260
2024-11-06,256.59001385603284,265.2140831830394,253.5668908591009,264.3001403808594,19554884
2024-11-07,265.2843747406764,267.01857160441347,259.8708918962945,264.0657653808594,11997142
2024-11-08,264.81568938189946,271.2837482860708,264.81568938189946,266.69049072265625,20852658
