date,open,high,low,close,volume
2024-07-15,2936.399980049256,2936.399980049256,2871.3370806510006,2894.787109375,2425341
2024-07-16,2897.235093361455,2952.99629549068,2880.1003809133895,2912.362548828125,2085611
2024-07-18,2814.9882670425613,2896.157746150954,2782.677097368681,2870.35791015625,5384611
2024-07-19,2863.944761097209,2917.796713869977,2856.3565313883187,2884.555419921875,2164746
2024-07-22,2875.694374848,2911.2857168143782,2856.258619257172,2873.05078125,1616347
2024-07-23,2873.05040436662,2885.7790465079315,2825.7585553711524,2836.626953125,1906312
2024-07-24,2840.4455288899035,2865.902813878231,2825.9544111645673,2851.999267578125,1476148
2024-07-25,2831.682713411636,2847.985073277743,2825.0246057053882,2840.83740234375,1239922
2024-07-26,2841.620518197821,2902.5711350519036,2840.151828635072,2888.569580078125,1359780
2024-07-29,2891.4091952989465,2903.2077159502537,2874.7150427628258,2893.024658203125,854408
2024-07-30,2911.432487426561,2969.4947334881667,2908.005544865272,2942.323974609375,2144591
2024-07-31,2942.3238649463924,3033.333616908847,2942.3238649463924,3020.06640625,3549501
2024-08-01,3023.542580515163,3063.6377621985116,2998.8686409442216,3034.65576171875,1675122
2024-08-02,3005.917917133954,3063.7353763457113,2996.1266535602276,3041.851806640625,1348780
2024-08-05,3005.868880678585,3079.3523608179776,2991.524775315157,3028.829345703125,2019141
2024-08-06,3036.956122827192,3069.561077778044,3021.632891214623,3037.005126953125,885743
2024-08-07,3037.005211500512,3053.405578162117,2996.1756897697787,3036.71142578125,1907105
2024-08-08,3015.709431867347,3025.206910515943,2927.9796073224807,2942.66650390625,1280109
2024-08-09,2975.565138075225,2989.0281261135715,2904.0889106716413,2977.1318359375,1665414
2024-08-12,2956.961800531541,3019.625891668633,2941.0019920111554,2989.46875,1736881
2024-08-13,2991.1329674036683,2995.930829907535,2950.107669280076,2960.4375,502260
2024-08-14,2971.452830690008,2971.452830690008,2931.553430102686,2962.689697265625,454671
2024-08-16,2990.25191061881,2990.25191061881,2940.3164661389283,2984.52392578125,514229
2024-08-19,2990.203098698877,3023.395627942857,2974.928869891109,3012.086669921875,542858
2024-08-20,3031.375142861841,3041.509196079331,3013.750868775435,3038.4248046875,668282
2024-08-21,3036.270981564519,3104.41827496269,3019.6748368105364,3085.765869140625,1186536
2024-08-22,3100.893498424877,3131.88275526211,3090.1721114981524,3120.08447265625,1540888
2024-08-23,3123.4132395089528,3131.8338222301445,3083.0242752049576,3088.801025390625,779284
2024-08-26,3089.144018599137,3111.1253600826362,3075.925811229537,3105.15283203125,472874
2024-08-27,3088.1648125822408,3136.7783450382058,3084.2483067958333,3100.110107421875,1003501
2024-08-28,3087.1362467042886,3099.4243296853756,3053.69917888543,3060.25927734375,538366
2024-08-29,3060.2595091315025,3078.3243430834277,3028.144115970009,3050.81103515625,849866
2024-08-30,3064.714631498317,3100.648522515117,3045.768440069131,3061.532470703125,1567031
2024-09-02,3082.289847640968,3117.5383973598614,3074.065281657704,3085.17822265625,702358
2024-09-03,3098.885858768937,3108.2855672410215,3081.800151962512,3088.996826171875,577471
2024-09-04,3089.633226870345,3184.1189205458286,3089.633226870345,3164.193603515625,2379110
2024-09-05,3172.369721300085,3189.0148710723383,3149.8498127846833,3170.65625,1482119
2024-09-06,3170.411203009902,3217.311260765833,3158.0253499809933,3205.365966796875,2131256
2024-09-09,3205.3659101957087,3244.8247502297972,3189.993674184876,3212.268798828125,1272289
2024-09-10,3221.3258716595565,3240.9083997547514,3202.6244617108327,3226.2705078125,928920
2024-09-11,3245.8040473208475,3312.3356390339472,3245.8040473208475,3297.1591796875,2561892
2024-09-12,3299.6559697244697,3322.175876936239,3270.575963438178,3312.62939453125,1643536
2024-09-13,3285.5075063646877,3299.362048746183,3251.580634550987,3287.955322265625,1029400
2024-09-16,3289.8649790678583,3324.0363976671415,3261.078756118835,3266.170166015625,1019280
2024-09-17,3266.170054800463,3279.9755942979473,3232.879755550594,3243.650146484375,586834
2024-09-18,3243.6499578437183,3255.4484786711946,3183.6784663592844,3206.296142578125,410510
2024-09-19,3225.242476472415,3250.6997637791187,3206.639074209824,3225.095703125,963456
2024-09-20,3235.033500041011,3255.3993761794713,3197.8757024120955,3237.921875,1504277
2024-09-23,3247.713335439624,3255.4973426803335,3204.876554506199,3209.037841796875,522775
2024-09-24,3209.0379092276316,3228.914223807304,3173.4468064909433,3180.59423828125,1057933
2024-09-25,3184.1191744837815,3184.1191744837815,3139.813703190611,3177.0205078125,740636
2024-09-26,3182.1610652384893,3217.2628452220943,3159.739164427399,3208.646484375,951080
2024-09-27,3222.2560711777446,3268.2750133045993,3208.6463094431497,3241.642822265625,1315996
2024-09-30,3241.6427978407737,3287.906521226102,3236.1595942661793,3259.60986328125,1088162
2024-10-01,3247.7622068074065,3259.4627192551634,3176.3349850997006,3208.93994140625,968660
2024-10-03,3125.6651783140173,3158.5636811251156,3061.238614956061,3083.562744140625,1741363
2024-10-04,3069.561119781072,3090.8571179805103,2990.7904524109053,3008.36572265625,1551818
2024-10-07,3010.813940806392,3033.8724173326978,2974.586260868234,2998.330078125,909812
2024-10-08,2994.168512647157,3034.3126947984106,2982.0762060642724,3023.59130859375,817718
2024-10-09,3030.934614154712,3081.0168312337073,3007.631359264989,3014.583251953125,1225598
2024-10-10,3025.549519128867,3030.3961469022447,2979.481575128766,2995.24560546875,1161933
2024-10-11,2995.3435157552335,3000.0433704107377,2962.8365662085157,2973.802734375,976017
2024-10-14,2973.607131880365,2991.231408592201,2954.220379688435,2975.712158203125,716011
2024-10-15,3010.813616059169,3032.15861893477,2984.034413970068,3003.07861328125,1242322
2024-10-16,3023.5423752416177,3038.7678388325867,3002.0996023303546,3017.765625,764001
2024-10-17,3018.5484078929285,3020.6046687633752,2973.606605845825,2992.063232421875,674481
2024-10-18,2993.1893117782324,3004.938828213083,2918.384152760825,2929.69287109375,899318
2024-10-21,2944.2819221487002,2993.1892352494165,2937.91760090921,2985.552001953125,806970
2024-10-22,2990.2518937471714,2994.1193950477304,2932.7282202836327,2944.086181640625,541838
2024-10-23,2937.329990209812,2963.3258421185824,2910.0124611803,2927.2939453125,624689
2024-10-24,2927.2941122931275,2939.6312003908815,2889.4019689136367,2909.963623046875,571259
2024-10-25,2913.3905711867183,2952.6046308847276,2890.381101039554,2896.255859375,1047769
2024-10-28,2925.531669338662,2958.6261894041795,2901.2005217719843,2939.190673828125,504961
2024-10-29,2956.962095697803,2964.795107871837,2879.709108749218,2930.37890625,613459
2024-10-30,2943.253803930463,2943.253803930463,2901.6899382407482,2934.098876953125,812725
2024-10-31,2931.700212860588,2933.9522513847237,2858.0699555454726,2874.372314453125,1031171
2024-11-01,2896.25615759865,2903.844387896618,2868.840615876959,2878.485107421875,112249
2024-11-04,2900.3191944222995,2900.3191944222995,2825.269250851829,2854.447265625,1146008
