date,open,high,low,close,volume
2024-07-15,3926.103974989564,3930.089497924817,3853.202306545461,3864.464599609375,4848030
2024-07-16,3867.059837105984,3887.9614296375316,3841.9405419889817,3873.03857421875,2029521
2024-07-18,3855.936845387648,4008.8766481494176,3855.936845387648,4000.1171875,5613364
2024-07-19,4011.125849383663,4049.5425931032996,3981.2566440139753,3997.18994140625,3903354
2024-07-22,3994.9142619649265,4013.4954737488206,3962.443412915425,3983.2080078125,1896386
2024-07-23,3979.1666292711343,4052.2838814085662,3963.6511354841136,3997.14404296875,2365208
2024-07-24,3983.347204111484,4031.2868203752514,3965.3235197357376,4000.76708984375,1809793
2024-07-25,3990.315577668631,4034.910489828839,3970.991297189703,4015.86474609375,2810342
2024-07-26,4041.4138211460827,4108.724446589915,4029.3823042903405,4076.578857421875,3552210
2024-07-29,4101.8026818187545,4116.66765190009,4060.924014095079,4070.3076171875,1746803
2024-07-30,4079.5986064390754,4086.0090346598195,4020.324260489949,4055.67529296875,1797906
2024-07-31,4041.413477513075,4100.873353963842,4036.768174665359,4074.255859375,2330091
2024-08-01,4087.3092654244533,4105.797481325745,4055.395941895072,4085.172607421875,2202244
2024-08-02,4055.349340765276,4086.0083392177967,3967.088587644382,3979.212646484375,2811282
2024-08-05,3938.2882837877764,3938.2882837877764,3818.90398455052,3860.29345703125,2787771
2024-08-06,3875.065586406783,3956.1723973259723,3865.6352581703713,3875.2978515625,2203067
2024-08-07,3928.0680935195514,3943.8158516524645,3883.7517228332504,3902.47265625,1237666
2024-08-08,3884.4027462435265,3931.7848414500368,3864.892471746728,3876.552001953125,2441283
2024-08-09,3917.848430860645,3951.898410084894,3907.210505857532,3928.764892578125,1302536
2024-08-12,3929.9262611677764,3938.2878064043034,3889.372857499192,3898.012939453125,936912
2024-08-13,3914.132187982019,3933.642459984778,3886.260370835221,3899.220947265625,1495593
2024-08-14,3910.4158901229916,4000.7207578523953,3891.044886752686,3990.54736328125,3226545
2024-08-16,4041.413561593398,4112.951226936545,4018.280043659057,4102.77783203125,3457058
2024-08-19,4107.376754658791,4175.430440991918,4078.901139092339,4171.48193359375,2055210
2024-08-20,4185.417806867609,4241.161440255413,4180.772504085293,4202.41943359375,2212298
2024-08-21,4197.495611851862,4236.516155388334,4173.8508391327405,4228.619140625,1896990
2024-08-22,4236.516374666815,4237.39916370202,4178.171549911448,4182.630859375,1829872
